CustomerID,Monetary,Frequency,Recency,Cluster
20964,38.980000000000004,1,152 days,0
20965,29.99,1,206 days,0
20966,1120.49,1,51 days,0
20967,4.99,1,241 days,0
20968,34.98,1,202 days,0
20969,38.980000000000004,1,260 days,0
20970,1962.46,2,91 days,0
20971,38.980000000000004,1,88 days,0
20972,69.97,1,105 days,0
20973,193.98,1,145 days,0
20974,126.28,1,211 days,0
20975,2515.25,2,218 days,0
20976,60.47,1,181 days,0
20977,574.98,1,376 days,0
20978,4.99,1,181 days,0
20979,1947.46,2,86 days,0
20980,1981.96,2,77 days,0
20981,68.49,1,357 days,0
20982,2546.96,2,394 days,0
20983,4178.73,2,278 days,0
20984,4153.25,2,303 days,0
20985,4118.26,2,299 days,0
20986,7.28,1,116 days,0
20987,4132.24,2,289 days,0
20988,4118.26,2,303 days,0
20989,4148.74,2,277 days,0
20990,4196.22,2,293 days,0
20991,4118.26,2,277 days,0
20992,4139.75,2,299 days,0
20993,4262.04,2,280 days,0
20994,4191.72,2,302 days,0
20995,4127.25,2,281 days,0
20996,4149.99,2,292 days,0
20997,2744.5225,2,298 days,0
20998,2806.5125,2,280 days,0
20999,2735.5325,2,289 days,0
21000,2721.5525,2,247 days,0
21001,3018.33,2,274 days,0
21002,2992.33,2,246 days,0
21003,49.97,1,353 days,0
21004,561.48,1,388 days,0
21005,25.479999999999997,1,169 days,0
21006,1938.47,2,71 days,0
21007,58.980000000000004,1,118 days,0
21008,1957.47,2,87 days,0
21009,39.980000000000004,1,55 days,0
21010,4.99,1,226 days,0
21011,2527.96,2,225 days,0
21012,2497.96,2,228 days,0
21013,548.98,1,367 days,0
21014,607.96,1,378 days,0
21015,1957.47,2,79 days,0
21016,1938.47,2,92 days,0
21017,578.46,1,382 days,0
21018,2515.25,2,244 days,0
21019,629.96,1,90 days,0
21020,2497.96,2,243 days,0
21021,628.97,1,358 days,0
21022,539.99,1,344 days,0
21023,91.95,1,258 days,0
21024,562.96,1,346 days,0
21025,69.97,1,95 days,0
21026,38.98,1,270 days,0
21027,2537.97,2,238 days,0
21028,37.27,1,133 days,0
21029,1934.75,2,82 days,0
21030,539.99,1,353 days,0
21031,597.95,1,349 days,0
21032,4.99,1,78 days,0
21033,553.97,1,352 days,0
21034,2533.97,2,231 days,0
21035,1957.47,2,86 days,0
21036,2547.95,2,243 days,0
21037,2438.28,3,56 days,0
21038,573.98,1,57 days,0
21039,2483.98,2,371 days,0
21040,2566.95,2,370 days,0
21041,589.96,1,359 days,0
21042,1155.48,1,92 days,0
21043,39.980000000000004,1,152 days,0
21044,2533.9700000000003,2,239 days,0
21045,23.779999999999998,1,57 days,0
21046,34.98,1,166 days,0
21047,1155.48,1,87 days,0
21048,578.46,1,346 days,0
21049,32.28,1,197 days,0
21050,583.97,1,349 days,0
21051,1120.49,1,77 days,0
21052,1120.49,1,57 days,0
21053,2542.96,2,227 days,0
21054,625.47,1,47 days,0
21055,1566.78,2,52 days,0
21056,2547.95,2,371 days,0
21057,2394.97,1,86 days,0
21058,69.46000000000001,1,220 days,0
21059,616.95,1,359 days,0
21060,2508.47,2,188 days,0
21061,607.96,1,353 days,0
21062,563.77,1,322 days,0
21063,60.47,1,283 days,0
21064,553.97,1,315 days,0
21065,1549.1100000000001,2,48 days,0
21066,131.44,1,12 days,0
21067,2483.98,2,199 days,0
21068,81.45,1,299 days,0
21069,69.97,1,75 days,0
21070,30.479999999999997,1,348 days,0
21071,2533.97,2,210 days,0
21072,539.99,1,321 days,0
21073,29.479999999999997,1,181 days,0
21074,43.97,1,219 days,0
21075,59.980000000000004,1,288 days,0
21076,4.99,1,67 days,0
21077,23.779999999999998,1,209 days,0
21078,23.779999999999998,1,94 days,0
21079,37.27,1,190 days,0
21080,110.46000000000001,1,19 days,0
21081,21.49,1,60 days,0
21082,98.96000000000001,1,191 days,0
21083,38.98,1,8 days,0
21084,27.77,1,288 days,0
21085,39.980000000000004,1,20 days,0
21086,48.97,1,168 days,0
21087,819.48,1,145 days,0
21088,30.479999999999997,1,299 days,0
21089,561.48,1,292 days,0
21090,548.98,1,305 days,0
21091,13.98,1,193 days,0
21092,2511.26,2,350 days,0
21093,2515.25,2,333 days,0
21094,60.47,1,85 days,0
21095,31.729999999999997,1,278 days,0
21096,13.98,1,95 days,0
21097,29.479999999999997,1,163 days,0
21098,69.46000000000001,1,180 days,0
21099,21.49,1,261 days,0
21100,1178.45,1,49 days,0
21101,32.28,1,130 days,0
21102,793.46,1,148 days,0
21103,2506.95,2,317 days,0
21104,2566.95,2,257 days,0
21105,2533.97,2,264 days,0
21106,2537.97,2,270 days,0
21107,806.76,1,141 days,0
21108,819.48,1,140 days,0
21109,39.980000000000004,1,79 days,0
21110,34.98,1,349 days,0
21111,37.269999999999996,1,355 days,0
21112,25.479999999999997,1,243 days,0
21113,23.779999999999998,1,27 days,0
21114,4.99,1,307 days,0
21115,4.99,1,283 days,0
21116,78.96,1,93 days,0
21117,60.47,1,161 days,0
21118,34.98,1,197 days,0
21119,25.479999999999997,1,124 days,0
21120,48.970000000000006,1,361 days,0
21121,21.49,1,288 days,0
21122,143.78,1,293 days,0
21123,30.479999999999997,1,108 days,0
21124,56.96,1,47 days,0
21125,27.77,1,150 days,0
21126,565.47,1,282 days,0
21127,60.47,1,168 days,0
21128,4.99,1,215 days,0
21129,48.970000000000006,1,42 days,0
21130,2483.98,2,230 days,0
21131,39.980000000000004,1,217 days,0
21132,21.49,1,238 days,0
21133,21.49,1,98 days,0
21134,69.97,1,264 days,0
21135,103.95,1,284 days,0
21136,106.93,1,234 days,0
21137,37.269999999999996,1,103 days,0
21138,4371.3782,2,56 days,0
21139,1735.98,1,157 days,0
21140,14.98,1,252 days,0
21141,1155.48,1,123 days,0
21142,77.92,1,38 days,0
21143,1155.48,1,123 days,0
21144,1188.46,1,142 days,0
21145,69.97,1,90 days,0
21146,1155.48,1,146 days,0
21147,1179.97,1,127 days,0
21148,3223.5782,2,53 days,0
21149,1183.47,1,138 days,0
21150,1170.48,1,145 days,0
21151,1155.48,1,141 days,0
21152,1134.47,1,150 days,0
21153,1147.77,1,141 days,0
21154,74.46,1,55 days,0
21155,1155.48,1,142 days,0
21156,1149.47,1,134 days,0
21157,49.97,1,234 days,0
21158,49.97,1,331 days,0
21159,74.46000000000001,1,343 days,0
21160,1775.47,1,125 days,0
21161,1174.48,1,129 days,0
21162,1155.48,1,126 days,0
21163,72.93,1,1 days,0
21164,68.97,1,175 days,0
21165,4673.8825,2,174 days,0
21166,4909.67,2,173 days,0
21167,4657.5125,2,154 days,0
21168,4624.9125,2,161 days,0
21169,4647.8825,2,181 days,0
21170,74.98,1,111 days,0
21171,37.29,1,268 days,0
21172,42.28,1,323 days,0
21173,4659.9025,2,175 days,0
21174,42.28,1,132 days,0
21175,35.0,1,192 days,0
21176,35.0,1,364 days,0
21177,39.99,1,176 days,0
21178,39.99,1,170 days,0
21179,4935.67,2,172 days,0
21180,3882.5525,2,177 days,0
21181,32.28,1,137 days,0
21182,32.28,1,55 days,0
21183,4657.5125,2,168 days,0
21184,74.98,1,155 days,0
21185,39.99,1,29 days,0
21186,35.0,1,278 days,0
21187,32.28,1,212 days,0
21188,123.96000000000001,1,244 days,0
21189,4208.3099999999995,2,171 days,0
21190,42.28,1,355 days,0
21191,4169.33,2,160 days,0
21192,4229.32,2,162 days,0
21193,3905.5225,2,150 days,0
21194,3911.5325,2,144 days,0
21195,4144.34,2,153 days,0
21196,34.98,1,156 days,0
21197,3917.5425,2,143 days,0
21198,69.97,1,120 days,0
21199,4144.34,2,135 days,0
21200,3932.5425,2,145 days,0
21201,4921.69,2,167 days,0
21202,4632.862499999999,2,155 days,0
21203,4633.9025,2,155 days,0
21204,74.98,1,129 days,0
21205,4886.7,2,178 days,0
21206,3882.5525,2,151 days,0
21207,123.96000000000001,1,249 days,0
21208,39.980000000000004,1,276 days,0
21209,39.99,1,144 days,0
21210,39.99,1,311 days,0
21211,4900.679999999999,2,166 days,0
21212,74.98,1,342 days,0
21213,64.25999999999999,1,95 days,0
21214,4659.9025,2,147 days,0
21215,4624.9125,2,136 days,0
21216,4935.67,2,148 days,0
21217,4659.9025,2,136 days,0
21218,4661.5025,2,147 days,0
21219,4696.4925,2,129 days,0
21220,74.98,1,305 days,0
21221,29.99,1,184 days,0
21222,3936.5425,2,147 days,0
21223,56.980000000000004,1,310 days,0
21224,42.28,1,113 days,0
21225,4732.8625,2,133 days,0
21226,4659.8025,2,144 days,0
21227,26.97,1,127 days,0
21228,3936.5425,2,153 days,0
21229,4198.33,2,131 days,0
21230,4171.62,2,130 days,0
21231,3936.5425,2,101 days,0
21232,39.980000000000004,1,41 days,0
21233,119.97999999999999,1,300 days,0
21234,119.97999999999999,1,345 days,0
21235,1134.47,1,134 days,0
21236,77.92,1,157 days,0
21237,69.99,1,170 days,0
21238,39.55,2,11 days,0
21239,7.28,1,213 days,0
21240,119.97999999999999,1,315 days,0
21241,78.97999999999999,1,264 days,0
21242,78.97999999999999,1,323 days,0
21243,14.98,1,176 days,0
21244,49.97,1,239 days,0
21245,22.93,1,221 days,0
21246,1194.97,1,134 days,0
21247,14.98,1,117 days,0
21248,34.98,1,172 days,0
21249,69.97,1,64 days,0
21250,14.98,1,280 days,0
21251,191.26999999999998,2,181 days,0
21252,94.45,2,348 days,0
21253,1155.48,1,127 days,0
21254,89.97,1,352 days,0
21255,32.28,1,327 days,0
21256,3917.5425,2,100 days,0
21257,4144.34,2,108 days,0
21258,3936.5425,2,107 days,0
21259,3907.5425,2,99 days,0
21260,14.98,1,124 days,0
21261,69.97,1,285 days,0
21262,68.97,1,54 days,0
21263,4.99,1,237 days,0
21264,1120.49,1,140 days,0
21265,1729.97,1,147 days,0
21266,4525.0682,2,32 days,0
21267,1735.98,1,144 days,0
21268,1725.98,1,114 days,0
21269,1735.98,1,115 days,0
21270,78.48,1,207 days,0
21271,1728.27,1,104 days,0
21272,4435.3796,2,32 days,0
21273,14.98,1,192 days,0
21274,1197.97,1,137 days,0
21275,1151.76,1,105 days,0
21276,39.980000000000004,1,109 days,0
21277,4.99,1,109 days,0
21278,14.98,1,30 days,0
21279,4.99,1,181 days,0
21280,39.47,1,50 days,0
21281,1129.48,1,93 days,0
21282,1120.49,1,112 days,0
21283,124.94,1,290 days,0
21284,3223.5782,2,36 days,0
21285,14.98,1,258 days,0
21286,68.97,1,75 days,0
21287,44.980000000000004,1,167 days,0
21288,14.98,1,277 days,0
21289,1763.97,1,78 days,0
21290,23.97,1,73 days,0
21291,1735.98,1,41 days,0
21292,14.98,1,149 days,0
21293,1763.97,1,43 days,0
21294,9.99,1,292 days,0
21295,56.97,1,82 days,0
21296,99.96000000000001,1,13 days,0
21297,1735.98,1,44 days,0
21298,93.46000000000001,1,309 days,0
21299,78.48,1,332 days,0
21300,1120.49,1,380 days,0
21301,14.98,1,10 days,0
21302,69.97,1,252 days,0
21303,68.97,1,185 days,0
21304,23.97,1,252 days,0
21305,3204.5782,2,41 days,0
21306,4.99,1,55 days,0
21307,23.97,1,305 days,0
21308,81.46000000000001,1,51 days,0
21309,1183.47,1,354 days,0
21310,1120.49,1,333 days,0
21311,4472.5782,2,34 days,0
21312,94.97,1,183 days,0
21313,1155.48,1,254 days,0
21314,9.99,1,34 days,0
21315,1189.46,1,231 days,0
21316,68.97,1,108 days,0
21317,108.95,1,219 days,0
21318,36.96,1,123 days,0
21319,23.97,1,62 days,0
21320,99.96000000000001,1,135 days,0
21321,49.97,1,320 days,0
21322,14.98,1,161 days,0
21323,1120.49,1,224 days,0
21324,68.97,1,284 days,0
21325,69.97,1,280 days,0
21326,1179.97,1,226 days,0
21327,1120.49,1,223 days,0
21328,49.97,1,205 days,0
21329,1179.47,1,110 days,0
21330,1120.49,1,104 days,0
21331,2670.8896,2,383 days,0
21332,2616.8582,2,354 days,0
21333,1174.48,1,203 days,0
21334,1155.48,1,178 days,0
21335,1183.47,1,178 days,0
21336,2628.3496,2,289 days,0
21337,49.97,1,162 days,0
21338,23.97,1,169 days,0
21339,39.980000000000004,1,360 days,0
21340,22.93,1,265 days,0
21341,14.98,1,22 days,0
21342,1155.48,1,175 days,0
21343,1170.48,1,152 days,0
21344,1155.48,1,136 days,0
21345,29.93,1,174 days,0
21346,14.98,1,199 days,0
21347,4.99,1,1 days,0
21348,4392.0181999999995,2,49 days,0
21349,2989.3796,2,383 days,0
21350,69.97,1,340 days,0
21351,17.27,1,94 days,0
21352,2625.3896,2,295 days,0
21353,44.980000000000004,1,199 days,0
21354,2646.3996,2,299 days,0
21355,1184.46,1,120 days,0
21356,1174.48,1,97 days,0
21357,1205.47,1,122 days,0
21358,9.99,1,310 days,0
21359,3032.31,2,253 days,0
21360,93.97,1,142 days,0
21361,2997.3199999999997,2,274 days,0
21362,93.97,1,10 days,0
21363,4.99,1,277 days,0
21364,7.28,1,3 days,0
21365,7.28,1,277 days,0
21366,39.980000000000004,1,362 days,0
21367,7.28,1,342 days,0
21368,14.98,1,214 days,0
21369,1155.48,1,122 days,0
21370,39.980000000000004,1,197 days,0
21371,7.28,1,207 days,0
21372,74.96000000000001,1,161 days,0
21373,15.23,1,323 days,0
21374,7.28,1,324 days,0
21375,39.980000000000004,1,333 days,0
21376,4.99,1,157 days,0
21377,69.99,1,239 days,0
21378,78.97999999999999,1,196 days,0
21379,2992.33,2,253 days,0
21380,2735.5325000000003,2,272 days,0
21381,69.99,1,77 days,0
21382,69.99,1,354 days,0
21383,69.99,1,90 days,0
21384,2921.0225,2,251 days,0
21385,608.96,1,42 days,0
21386,539.99,1,34 days,0
21387,2745.3325,2,246 days,0
21388,1179.47,1,106 days,0
21389,2770.5225,2,272 days,0
21390,32.28,1,52 days,0
21391,29.99,1,358 days,0
21392,29.99,1,73 days,0
21393,4925.17,2,137 days,0
21394,4657.5125,2,141 days,0
21395,98.97,1,24 days,0
21396,1170.48,1,119 days,0
21397,49.97,1,196 days,0
21398,23.97,1,65 days,0
21399,9.99,1,92 days,0
21400,2688.8896,2,255 days,0
21401,1174.48,1,108 days,0
21402,4624.9125,2,135 days,0
21403,4895.69,2,131 days,0
21404,4684.3925,2,148 days,0
21405,74.98,1,216 days,0
21406,74.98,1,317 days,0
21407,42.28,1,366 days,0
21408,4624.9125,2,149 days,0
21409,35.0,1,280 days,0
21410,1155.48,1,76 days,0
21411,1147.77,1,63 days,0
21412,59.980000000000004,1,358 days,0
21413,14.98,1,219 days,0
21414,14.98,1,34 days,0
21415,49.97,1,110 days,0
21416,1155.48,1,100 days,0
21417,1155.48,1,100 days,0
21418,4659.9025,2,128 days,0
21419,64.97,1,252 days,0
21420,78.48,1,91 days,0
21421,99.96000000000001,1,191 days,0
21422,1184.46,1,88 days,0
21423,2888.5582,2,137 days,0
21424,1170.48,1,112 days,0
21425,9.99,1,206 days,0
21426,1149.47,1,104 days,0
21427,1155.48,1,62 days,0
21428,1155.48,1,68 days,0
21429,1174.48,1,42 days,0
21430,74.46000000000001,1,137 days,0
21431,56.97,1,34 days,0
21432,14.98,1,329 days,0
21433,68.97,1,163 days,0
21434,1183.47,1,34 days,0
21435,1170.48,1,42 days,0
21436,1193.95,1,34 days,0
21437,1136.76,1,37 days,0
21438,561.48,1,384 days,0
21439,539.99,1,388 days,0
21440,562.96,1,396 days,0
21441,7.28,1,16 days,0
21442,14.98,1,352 days,0
21443,49.97,1,337 days,0
21444,22.93,1,249 days,0
21445,113.47,1,335 days,0
21446,54.980000000000004,1,265 days,0
21447,21.98,1,203 days,0
21448,564.48,1,374 days,0
21449,14.98,1,255 days,0
21450,59.980000000000004,1,92 days,0
21451,23.97,1,219 days,0
21452,49.97,1,214 days,0
21453,36.96,1,327 days,0
21454,9.99,1,92 days,0
21455,14.98,1,262 days,0
21456,103.96000000000001,1,267 days,0
21457,69.97,1,124 days,0
21458,49.970000000000006,1,228 days,0
21459,14.98,1,348 days,0
21460,14.98,1,191 days,0
21461,141.98,1,91 days,0
21462,49.97,1,42 days,0
21463,23.97,1,175 days,0
21464,76.97,1,69 days,0
21465,574.98,1,384 days,0
21466,556.26,1,371 days,0
21467,23.97,1,133 days,0
21468,64.98,1,138 days,0
21469,588.96,1,384 days,0
21470,562.96,1,376 days,0
21471,31.97,1,300 days,0
21472,49.970000000000006,1,330 days,0
21473,78.48,1,135 days,0
21474,44.980000000000004,1,339 days,0
21475,1147.77,1,93 days,0
21476,1197.41,1,98 days,0
21477,23.97,1,222 days,0
21478,1155.48,1,108 days,0
21479,1149.47,1,99 days,0
21480,39.980000000000004,1,34 days,0
21481,9.99,1,144 days,0
21482,1129.48,1,122 days,0
21483,1205.47,1,105 days,0
21484,1120.49,1,112 days,0
21485,1149.47,1,101 days,0
21486,1155.48,1,122 days,0
21487,548.98,1,378 days,0
21488,638.95,1,382 days,0
21489,7.28,1,143 days,0
21490,7.28,1,67 days,0
21491,1174.48,1,108 days,0
21492,14.98,1,243 days,0
21493,68.97,1,47 days,0
21494,7.28,1,171 days,0
21495,23.97,1,32 days,0
21496,14.98,1,340 days,0
21497,89.46000000000001,1,52 days,0
21498,134.98,1,76 days,0
21499,99.96000000000001,1,87 days,0
21500,22.93,1,345 days,0
21501,2661.3996,2,385 days,0
21502,49.970000000000006,1,107 days,0
21503,49.97,1,70 days,0
21504,1155.48,1,105 days,0
21505,2354.9799999999996,1,60 days,0
21506,2369.9599999999996,1,42 days,0
21507,24.99,1,359 days,0
21508,3152.9499999999994,2,48 days,0
21509,3117.9599999999996,2,38 days,0
21510,128.95,1,302 days,0
21511,32.27,1,197 days,0
21512,24.99,1,127 days,0
21513,119.96000000000001,1,162 days,0
21514,69.97,1,243 days,0
21515,49.48,1,237 days,0
21516,3102.2499999999995,2,49 days,0
21517,3172.97,2,59 days,0
21518,144.45,1,193 days,0
21519,69.97,1,232 days,0
21520,32.269999999999996,1,90 days,0
21521,42.93,1,166 days,0
21522,123.96000000000001,1,211 days,0
21523,38.98,1,1 days,0
21524,114.96000000000001,1,1 days,0
21525,32.269999999999996,1,347 days,0
21526,29.99,1,160 days,0
21527,2294.99,1,34 days,0
21528,34.98,1,63 days,0
21529,29.99,1,66 days,0
21530,128.95,1,174 days,0
21531,56.96,1,7 days,0
21532,2399.9499999999994,1,37 days,0
21533,40.22,1,209 days,0
21534,1622.45,2,392 days,0
21535,69.97,1,77 days,0
21536,78.96000000000001,1,133 days,0
21537,2319.99,1,51 days,0
21538,2369.9599999999996,1,40 days,0
21539,34.98,1,124 days,0
21540,1602.47,2,204 days,0
21541,149.98,1,145 days,0
21542,2329.9799999999996,1,52 days,0
21543,37.269999999999996,1,185 days,0
21544,29.979999999999997,1,83 days,0
21545,1631.46,2,209 days,0
21546,4.99,1,121 days,0
21547,72.96000000000001,1,152 days,0
21548,36.93,1,132 days,0
21549,98.96000000000001,1,331 days,0
21550,58.980000000000004,1,173 days,0
21551,29.99,1,180 days,0
21552,4624.9125,2,131 days,0
21553,4666.5025,2,146 days,0
21554,74.98,1,157 days,0
21555,4715.492499999999,2,139 days,0
21556,4930.679999999999,2,138 days,0
21557,4886.7,2,128 days,0
21558,4919.3,2,145 days,0
21559,4900.68,2,134 days,0
21560,4702.3925,2,136 days,0
21561,4947.78,2,153 days,0
21562,4632.8625,2,107 days,0
21563,39.99,1,334 days,0
21564,74.98,1,264 days,0
21565,48.980000000000004,1,346 days,0
21566,42.28,1,339 days,0
21567,4973.28,2,95 days,0
21568,4659.8025,2,93 days,0
21569,4960.16,2,100 days,0
21570,4705.4825,2,94 days,0
21571,4624.9125,2,121 days,0
21572,4659.9025,2,98 days,0
21573,61.97,1,173 days,0
21574,124.45,1,351 days,0
21575,548.98,1,395 days,0
21576,548.98,1,369 days,0
21577,39.980000000000004,1,57 days,0
21578,17.27,1,156 days,0
21579,14.98,1,240 days,0
21580,44.910000000000004,1,232 days,0
21581,24.27,1,357 days,0
21582,2638.0582,2,272 days,0
21583,1214.46,1,105 days,0
21584,1155.48,1,114 days,0
21585,1179.97,1,95 days,0
21586,1120.49,1,98 days,0
21587,1155.48,1,93 days,0
21588,1174.48,1,80 days,0
21589,2589.0882,2,255 days,0
21590,1169.46,1,80 days,0
21591,69.97,1,38 days,0
21592,23.97,1,94 days,0
21593,1155.48,1,84 days,0
21594,1169.97,1,84 days,0
21595,2649.5582,2,263 days,0
21596,1155.48,1,69 days,0
21597,561.48,1,375 days,0
21598,1120.49,1,76 days,0
21599,1170.48,1,85 days,0
21600,563.77,1,394 days,0
21601,589.96,1,343 days,0
21602,548.98,1,358 days,0
21603,567.76,1,360 days,0
21604,1179.97,1,76 days,0
21605,1179.47,1,86 days,0
21606,1155.48,1,84 days,0
21607,1120.49,1,78 days,0
21608,574.98,1,341 days,0
21609,553.97,1,359 days,0
21610,548.98,1,336 days,0
21611,617.47,1,339 days,0
21612,14.98,1,198 days,0
21613,2610.5782,2,224 days,0
21614,2589.0882,2,225 days,0
21615,1155.48,1,86 days,0
21616,68.97,1,287 days,0
21617,14.98,1,9 days,0
21618,2611.0681999999997,2,362 days,0
21619,556.26,1,346 days,0
21620,2620.3996,2,216 days,0
21621,2616.8582,2,207 days,0
21622,2612.0582,2,136 days,0
21623,9.99,1,43 days,0
21624,49.970000000000006,1,264 days,0
21625,68.97,1,171 days,0
21626,134.98,1,140 days,0
21627,17.27,1,218 days,0
21628,77.96000000000001,1,146 days,0
21629,2624.0782,2,101 days,0
21630,14.98,1,350 days,0
21631,7.28,1,199 days,0
21632,14.98,1,295 days,0
21633,64.98,1,312 days,0
21634,49.97,1,132 days,0
21635,73.96000000000001,1,222 days,0
21636,14.98,1,188 days,0
21637,1155.48,1,77 days,0
21638,1170.48,1,83 days,0
21639,9.99,1,171 days,0
21640,123.96000000000001,1,193 days,0
