CustomerID,Monetary,Frequency,Recency,Cluster
11315,42.28,2,43 days,0
11316,2349.9799999999996,1,382 days,0
11317,5873.26,2,345 days,1
11318,44.57,2,82 days,0
11319,5930.23,2,339 days,1
11320,72.21000000000001,2,163 days,0
11321,37.29,2,246 days,0
11322,44.57,2,253 days,0
11323,6074.54,2,364 days,1
11324,5945.23,2,358 days,1
11325,6044.2,2,363 days,1
11326,5948.24,2,343 days,1
11327,5915.54,2,362 days,1
11328,4718.04,2,297 days,1
11329,5898.26,2,353 days,1
11330,1136.35,27,7 days,0
11331,1329.31,27,5 days,0
11332,5754.969999999999,2,388 days,1
11333,8163.3099999999995,3,199 days,1
11334,8154.0199999999995,3,186 days,1
11335,5744.25,2,390 days,1
11336,4441.3796,2,389 days,1
11337,8161.999999999999,3,194 days,1
11338,5744.95,2,395 days,1
11339,4379.0782,2,369 days,1
11340,4413.0581999999995,2,392 days,1
11341,8192.0,3,194 days,1
11342,48.97,1,201 days,0
11343,8221.99,3,189 days,1
11344,8119.8099999999995,3,190 days,1
11345,4404.0882,2,394 days,1
11346,4503.048199999999,2,352 days,1
11347,13.98,1,319 days,0
11348,67.97,1,304 days,0
11349,67.97,1,16 days,0
11350,38.47,1,358 days,0
11351,8068.03,3,154 days,1
11352,13.98,1,273 days,0
11353,8078.0199999999995,3,174 days,1
11354,22.97,1,57 days,0
11355,13.98,1,125 days,0
11356,5069.29,3,90 days,1
11357,4943.8,3,92 days,1
11358,5034.78,3,76 days,1
11359,4960.07,3,56 days,1
11360,5025.8,3,38 days,1
11361,114.96000000000001,2,66 days,0
11362,77.27,2,127 days,0
11363,5035.8099999999995,3,42 days,1
11364,4921.82,3,34 days,1
11365,5024.79,3,38 days,1
11366,77.27,2,167 days,0
11367,86.26,2,65 days,0
11368,5106.24,3,59 days,1
11369,118.96000000000001,2,33 days,0
11370,79.97,2,120 days,0
11371,74.98,2,32 days,0
11372,4965.8099999999995,3,46 days,1
11373,38.47,1,155 days,0
11374,68.97,1,289 days,0
11375,13.98,1,104 days,0
11376,78.48,1,106 days,0
11377,83.97,1,335 days,0
11378,4436.3896,2,349 days,1
11379,4426.0581999999995,2,337 days,1
11380,5837.91,2,360 days,1
11381,8161.0199999999995,3,164 days,1
11382,4344.0882,2,347 days,1
11383,48.97,1,28 days,0
11384,48.97,1,180 days,0
11385,13.98,1,207 days,0
11386,68.97,1,88 days,0
11387,6958.799999999999,3,303 days,1
11388,6986.75,3,278 days,1
11389,68.97,1,73 days,0
11390,48.97,1,83 days,0
11391,33.98,1,95 days,0
11392,28.99,1,306 days,0
11393,13.98,1,197 days,0
11394,8161.969999999999,3,180 days,1
11395,5729.969999999999,2,343 days,1
11396,28.99,1,95 days,0
11397,38.47,1,206 days,0
11398,8114.04,3,180 days,1
11399,13.98,1,291 days,0
11400,6967.78,3,194 days,1
11401,5020.8696,3,327 days,1
11402,5059.3296,3,302 days,1
11403,5033.1395999999995,3,246 days,1
11404,33.98,1,353 days,0
11405,53.99,1,304 days,0
11406,4415.038199999999,2,354 days,1
11407,53.99,1,220 days,0
11408,34.47,1,330 days,0
11409,4444.0682,2,366 days,1
11410,4464.0682,2,359 days,1
11411,38.47,1,178 days,0
11412,9879.96,4,110 days,1
11413,7189.75,4,146 days,1
11414,7191.7699999999995,4,136 days,1
11415,13.98,1,166 days,0
11416,4928.0581999999995,3,269 days,1
11417,11248.458200000001,7,45 days,1
11418,39.980000000000004,1,43 days,0
11419,231.75,2,216 days,0
11420,11200.7696,7,61 days,1
11421,9780.04,4,112 days,1
11422,7075.2699999999995,4,87 days,1
11423,9904.97,4,101 days,1
11424,43.980000000000004,1,283 days,0
11425,10528.6282,6,39 days,1
11426,34.99,1,295 days,0
11427,9917.99,4,101 days,1
11428,9954.26,4,99 days,1
11429,10468.3796,6,36 days,1
11430,84.98,1,316 days,0
11431,9912.98,4,121 days,1
11432,9330.1996,6,35 days,1
11433,12909.6682,6,137 days,1
11434,70.46000000000001,2,198 days,0
11435,34.99,1,25 days,0
11436,81.76,2,224 days,0
11437,53.99,1,41 days,0
11438,34.99,1,358 days,0
11439,12489.1696,6,101 days,1
11440,78.48,1,308 days,0
11441,43.980000000000004,1,21 days,0
11442,34.99,1,122 days,0
11443,8235.0,3,120 days,1
11444,8136.0199999999995,3,241 days,1
11445,8098.03,3,215 days,1
11446,8237.01,3,222 days,1
11447,8078.0199999999995,3,243 days,1
11448,8132.01,3,222 days,1
11449,8130.32,3,219 days,1
11450,8173.259999999999,3,226 days,1
11451,8249.49,3,238 days,1
11452,8183.04,3,231 days,1
11453,8176.98,3,224 days,1
11454,8089.04,3,225 days,1
11455,8142.03,3,243 days,1
11456,8224.46,3,243 days,1
11457,8211.48,3,242 days,1
11458,96.89,3,11 days,0
11459,8141.33,3,225 days,1
11460,8137.5199999999995,3,233 days,1
11461,8089.04,3,192 days,1
11462,8116.33,3,188 days,1
11463,47.92,3,47 days,0
11464,8128.509999999999,3,212 days,1
11465,8158.04,3,200 days,1
11466,90.19,3,161 days,0
11467,55.87,3,27 days,0
11468,6959.82,3,161 days,1
11469,25.479999999999997,1,173 days,0
11470,4344.0882,2,342 days,1
11471,53.99,1,257 days,0
11472,8165.82,3,95 days,1
11473,62.980000000000004,1,241 days,0
11474,49.97,1,125 days,0
11475,69.46,1,281 days,0
11476,53.99,1,89 days,0
11477,34.99,1,126 days,0
11478,53.99,1,285 days,0
11479,4970.6096,3,250 days,1
11480,4935.3596,3,188 days,1
11481,4978.048199999999,3,283 days,1
11482,8143.03,3,141 days,1
11483,4966.3896,3,194 days,1
11484,4985.379599999999,3,305 days,1
11485,7048.299999999999,3,139 days,1
11486,34.99,1,66 days,0
11487,53.99,1,45 days,0
11488,8090.33,3,152 days,1
11489,8127.509999999999,3,123 days,1
11490,53.99,1,300 days,0
11491,8158.009999999999,3,144 days,1
11492,4404.0782,2,344 days,1
11493,6958.799999999999,3,139 days,1
11494,6973.8099999999995,3,121 days,1
11495,13.98,1,95 days,0
11496,7013.789999999999,3,85 days,1
11497,34.99,1,86 days,0
11498,561.53,16,20 days,0
11499,192.21,2,214 days,0
11500,654.27,16,19 days,0
11501,872.25,16,7 days,0
11502,1026.29,16,2 days,0
11503,61.78,2,52 days,0
11504,44.57,2,271 days,0
11505,846.77,16,36 days,0
11506,748.6,16,7 days,0
11507,653.0600000000001,16,9 days,0
11508,77.27000000000001,2,260 days,0
11509,196.29,1,184 days,0
11510,258.15,5,34 days,0
11511,35.0,1,322 days,0
11512,2319.99,1,32 days,0
11513,863.95,1,235 days,0
11514,39.99,1,219 days,0
11515,5930.23,2,284 days,1
11516,5915.54,2,227 days,1
11517,101.76,2,159 days,0
11518,82.2,2,79 days,0
11519,757.27,16,18 days,0
11520,822.97,16,10 days,0
11521,44.57,2,83 days,0
11522,5888.24,2,362 days,1
11523,2376.9599999999996,1,348 days,0
11524,42.28,2,104 days,0
11525,5935.55,2,341 days,1
11526,2376.9599999999996,1,360 days,0
11527,39.58,2,89 days,0
11528,5959.71,2,344 days,1
11529,5944.21,2,359 days,1
11530,573.8,16,30 days,0
11531,5875.55,2,355 days,1
11532,44.57,2,33 days,0
11533,37.29,2,19 days,0
11534,5919.73,2,349 days,1
11535,5919.209999999999,2,320 days,1
11536,5915.54,2,314 days,1
11537,5873.26,2,311 days,1
11538,5895.24,2,334 days,1
11539,5997.73,2,310 days,1
11540,5958.179999999999,2,314 days,1
11541,5973.24,2,291 days,1
11542,34.47,1,263 days,0
11543,53.99,1,39 days,0
11544,88.98,1,154 days,0
11545,53.99,1,200 days,0
11546,4460.3796,2,323 days,1
11547,4976.3796,3,185 days,1
11548,7068.2699999999995,3,79 days,1
11549,7023.7699999999995,3,48 days,1
11550,5241.4282,3,319 days,1
11551,53.99,1,334 days,0
11552,34.99,1,23 days,0
11553,21.49,1,160 days,0
11554,34.99,1,266 days,0
11555,34.99,1,266 days,0
11556,21.49,1,39 days,0
11557,21.49,1,174 days,0
11558,21.49,1,60 days,0
11559,34.99,1,61 days,0
11560,53.99,1,57 days,0
11561,4344.0882,2,324 days,1
11562,84.98,1,217 days,0
11563,53.99,1,208 days,0
11564,4369.0882,2,317 days,1
11565,34.99,1,143 days,0
11566,1006.83,25,22 days,0
11567,53.99,1,320 days,0
11568,6789.4596,3,131 days,1
11569,34.99,1,70 days,0
11570,4391.4096,2,321 days,1
11571,4390.6796,2,315 days,1
11572,4450.3696,2,327 days,1
11573,34.99,1,186 days,0
11574,34.99,1,320 days,0
11575,6806.1182,3,135 days,1
11576,4486.4096,2,312 days,1
11577,4344.0882,2,323 days,1
11578,4406.3895999999995,2,323 days,1
11579,43.980000000000004,1,182 days,0
11580,34.99,1,288 days,0
11581,237.19,5,68 days,0
11582,4379.0782,2,312 days,1
11583,4381.3895999999995,2,296 days,1
11584,8.99,1,135 days,0
11585,49.99,1,19 days,0
11586,8.99,1,93 days,0
11587,4540.3782,2,295 days,1
11588,4369.0882,2,262 days,1
11589,14.98,1,239 days,0
11590,4384.0682,2,251 days,1
11591,5895.24,2,251 days,1
11592,5875.549999999999,2,262 days,1
11593,5908.25,2,224 days,1
11594,88.98,1,165 days,0
11595,34.99,1,30 days,0
11596,49.97,1,120 days,0
11597,34.99,1,24 days,0
11598,4548.6996,2,311 days,1
11599,5957.219999999999,2,231 days,1
11600,34.99,1,268 days,0
11601,5932.219999999999,2,236 days,1
11602,34.99,1,203 days,0
11603,6767.138199999999,3,113 days,1
11604,6786.1182,3,105 days,1
11605,4344.0882,2,335 days,1
11606,5922.23,2,215 days,1
11607,5913.24,2,233 days,1
11608,34.99,1,47 days,0
11609,6872.1082,3,67 days,1
11610,6786.4396,3,89 days,1
11611,5873.26,2,214 days,1
11612,6795.1182,3,72 days,1
11613,4381.3895999999995,2,280 days,1
11614,4438.0581999999995,2,299 days,1
11615,5205.7096,3,291 days,1
11616,5253.6496,3,289 days,1
11617,5935.549999999999,2,297 days,1
11618,2369.9599999999996,1,354 days,0
11619,634.84,16,58 days,0
11620,44.57,2,186 days,0
11621,123.24,2,91 days,0
11622,133.75,2,228 days,0
11623,5948.24,2,278 days,1
11624,5898.26,2,280 days,1
11625,5913.25,2,281 days,1
11626,5958.74,2,297 days,1
11627,50.230000000000004,2,81 days,0
11628,5875.55,2,304 days,1
11629,5930.23,2,286 days,1
11630,5933.26,2,277 days,1
11631,707.5,16,35 days,0
11632,1002.09,16,26 days,0
11633,77.27,2,15 days,0
11634,39.58,2,278 days,0
11635,42.28,2,130 days,0
11636,77.27000000000001,2,11 days,0
11637,39.58,2,348 days,0
11638,77.27000000000001,2,102 days,0
11639,127.26,2,21 days,0
11640,409.12,5,31 days,0
11641,303.2,5,164 days,0
11642,481.87,5,5 days,0
11643,100.22,2,209 days,0
11644,42.28,2,24 days,0
11645,153.46,2,26 days,0
11646,113.48,2,188 days,0
11647,2365.9399999999996,1,348 days,0
11648,88.99000000000001,2,149 days,0
11649,91.28,2,281 days,0
11650,128.97,2,43 days,0
11651,226.43,5,103 days,0
11652,310.93,5,42 days,0
11653,178.96,2,109 days,0
11654,5955.23,2,280 days,1
11655,50.230000000000004,2,58 days,0
11656,77.27,2,17 days,0
11657,178.96,2,1 days,0
11658,111.96000000000001,2,189 days,0
11659,235.01,5,23 days,0
11660,324.71999999999997,5,166 days,0
11661,287.7,5,46 days,0
11662,100.27000000000001,2,207 days,0
11663,5948.24,2,348 days,1
11664,5948.24,2,342 days,1
11665,5930.23,2,349 days,1
11666,5948.24,2,356 days,1
11667,91.28,2,41 days,0
11668,128.97,2,25 days,0
11669,113.21000000000001,2,163 days,0
11670,100.27000000000001,2,133 days,0
11671,5970.23,2,296 days,1
11672,113.47999999999999,2,133 days,0
11673,191.95000000000002,2,332 days,0
11674,96.27000000000001,2,164 days,0
11675,5898.26,2,354 days,1
11676,91.28,2,51 days,0
11677,298.21,5,60 days,0
11678,5900.55,2,358 days,1
11679,145.96,2,61 days,0
11680,93.98,2,10 days,0
11681,137.96,2,65 days,0
11682,252.98000000000002,2,51 days,0
11683,5897.23,2,356 days,1
11684,93.98,2,48 days,0
11685,110.92,2,47 days,0
11686,128.97,2,280 days,0
11687,97.98,2,222 days,0
11688,5967.23,2,349 days,1
11689,88.99000000000001,2,149 days,0
11690,5904.23,2,278 days,1
11691,119.96000000000001,2,255 days,0
11692,93.98,2,11 days,0
11693,2294.99,1,366 days,0
11694,128.97,2,123 days,0
11695,128.97,2,163 days,0
11696,5873.26,2,275 days,1
11697,152.96,2,117 days,0
11698,255.94,5,15 days,0
11699,122.25,2,173 days,0
11700,137.96,2,234 days,0
11701,128.97,2,270 days,0
11702,96.27,2,76 days,0
11703,100.27000000000001,2,74 days,0
11704,93.98,2,196 days,0
11705,5940.54,2,247 days,1
11706,88.99000000000001,2,117 days,0
11707,6025.219999999999,2,250 days,1
11708,5908.5,2,246 days,1
11709,325.89,5,107 days,0
11710,97.98,2,48 days,0
11711,1103.78,27,3 days,0
11712,127.80000000000001,5,92 days,0
11713,191.95000000000002,2,69 days,0
11714,93.98,2,260 days,0
11715,143.97,2,30 days,0
11716,96.27000000000001,2,16 days,0
11717,192.47,2,32 days,0
11718,100.27000000000001,2,314 days,0
11719,287.2,5,131 days,0
11720,117.95,2,189 days,0
11721,105.26,2,104 days,0
11722,153.46,2,81 days,0
11723,192.53,5,26 days,0
11724,210.09,5,46 days,0
11725,123.91,2,272 days,0
11726,223.44,2,53 days,0
11727,5962.24,2,270 days,1
11728,109.97,2,84 days,0
11729,159.96,2,18 days,0
11730,134.46,2,21 days,0
11731,121.45,2,178 days,0
11732,173.47,2,167 days,0
11733,194.98000000000002,2,22 days,0
11734,135.78,2,206 days,0
11735,109.97,2,38 days,0
11736,166.45,2,56 days,0
11737,77.27000000000001,2,196 days,0
11738,331.68,5,33 days,0
11739,4758.03,2,288 days,1
11740,384.09000000000003,5,11 days,0
11741,6079.24,2,343 days,1
11742,5915.54,2,252 days,1
11743,5898.26,2,258 days,1
11744,72.28,2,155 days,0
11745,5948.23,2,270 days,1
11746,77.27000000000001,2,81 days,0
11747,115.96000000000001,2,108 days,0
11748,131.54000000000002,5,89 days,0
11749,47.92,3,29 days,0
11750,8148.0199999999995,3,120 days,1
11751,8215.02,3,196 days,1
11752,137.87,3,54 days,0
11753,47.919999999999995,3,106 days,0
11754,8163.53,3,183 days,1
11755,46.25,3,165 days,0
11756,8078.0199999999995,3,96 days,1
11757,58.05,3,63 days,0
11758,58.05,3,66 days,0
11759,8054.049999999999,3,204 days,1
11760,274.92,3,71 days,0
11761,8149.49,3,184 days,1
11762,8228.01,3,207 days,1
11763,76.65,3,78 days,0
11764,8129.0199999999995,3,206 days,1
11765,8143.03,3,187 days,1
11766,8280.48,3,203 days,1
11767,8319.51,3,201 days,1
11768,8139.04,3,199 days,1
11769,478.95,5,133 days,0
11770,77.27000000000001,2,100 days,0
11771,94.48,2,189 days,0
11772,5913.24,2,259 days,1
11773,5983.74,2,274 days,1
11774,5900.55,2,230 days,1
11775,5913.25,2,240 days,1
11776,6079.24,2,240 days,1
11777,5915.53,2,221 days,1
11778,5873.26,2,214 days,1
11779,5873.26,2,220 days,1
11780,5973.24,2,225 days,1
11781,134.46,2,51 days,0
11782,151.75,2,135 days,0
11783,109.97,2,263 days,0
11784,272.69,5,43 days,0
11785,74.98,2,151 days,0
11786,126.96000000000001,2,6 days,0
11787,109.97,2,85 days,0
11788,255.27,2,162 days,0
11789,72.28,2,276 days,0
11790,146.95,2,252 days,0
11791,119.98,2,59 days,0
11792,119.98,2,213 days,0
11793,101.96000000000001,2,353 days,0
11794,77.27000000000001,2,1 days,0
11795,74.98,2,65 days,0
11796,5995.2,2,244 days,1
11797,5972.73,2,214 days,1
11798,5953.25,2,232 days,1
11799,5921.19,2,234 days,1
11800,77.27000000000001,2,169 days,0
11801,87.28,2,29 days,0
11802,215.29,5,59 days,0
11803,229.95,2,67 days,0
11804,133.96,2,170 days,0
11805,128.97,2,85 days,0
11806,96.27000000000001,2,118 days,0
11807,153.46,2,139 days,0
11808,610.19,5,96 days,0
11809,5929.23,2,233 days,1
11810,5973.24,2,219 days,1
11811,5898.26,2,226 days,1
11812,5900.55,2,225 days,1
11813,5953.25,2,215 days,1
11814,101.26,2,143 days,0
11815,5948.24,2,339 days,1
11816,5933.25,2,343 days,1
11817,5898.26,2,351 days,1
11818,5954.219999999999,2,364 days,1
11819,96.27000000000001,2,13 days,0
11820,232.70999999999998,5,54 days,0
11821,151.43,2,148 days,0
11822,87.28,2,156 days,0
11823,262.42,5,6 days,0
11824,240.01000000000002,5,20 days,0
11825,5900.55,2,351 days,1
11826,5898.26,2,348 days,1
11827,512.47,5,51 days,0
11828,93.98,2,285 days,0
11829,130.94,2,222 days,0
11830,5930.23,2,364 days,1
11831,5933.25,2,353 days,1
11832,124.97,2,142 days,0
11833,240.01000000000002,5,62 days,0
11834,5908.25,2,350 days,1
11835,4772.299999999999,2,256 days,1
11836,69.99000000000001,2,282 days,0
11837,5923.23,2,343 days,1
11838,135.21,2,154 days,0
11839,5955.23,2,231 days,1
11840,87.28,2,270 days,0
11841,307.96999999999997,5,84 days,0
11842,98.97,2,56 days,0
