,CustomerID,Monetary,Frequency,Recency
86,11086,153.45000000000002,2,39
87,11087,200.28,2,173
88,11088,3176.7799999999997,2,78
89,11089,3188.2799999999997,2,72
90,11090,6704.08,3,69
91,11091,1189.33,28,21
92,11092,8110.0199999999995,3,222
93,11093,8180.0,3,235
94,11094,235.89000000000001,3,18
95,11095,8158.01,3,218
96,11096,8063.04,3,183
97,11097,8099.029999999999,3,189
98,11098,88.96,3,105
99,11099,8215.99,3,212
100,11100,8172.509999999999,3,175
101,11101,8262.52,3,214
102,11102,102.91,3,51
103,11103,8182.5,3,237
104,11104,8173.03,3,228
105,11105,8095.99,3,238
106,11106,8079.049999999999,3,228
107,11107,8171.009999999999,3,222
108,11108,8124.04,3,220
109,11109,8245.01,3,219
110,11110,8093.03,3,162
111,11111,8136.999999999999,3,160
112,11112,8295.02,3,149
113,11113,109.88000000000001,3,283
114,11114,122.89,3,34
115,11115,113.71000000000001,3,27
116,11116,148.70000000000002,3,105
117,11117,8184.99,3,218
118,11118,123.80000000000001,3,3
119,11119,85.22,2,67
120,11120,8242.49,3,132
121,11121,58.16,3,86
122,11122,42.92999999999999,3,160
123,11123,149.84,3,4
124,11124,8129.0199999999995,3,225
125,11125,79.69,3,210
126,11126,4972.37,3,87
127,11127,43.980000000000004,2,120
128,11128,143.94,2,170
129,11129,5873.26,2,385
130,11130,37.29,1,51
131,11131,165.91,5,6
132,11132,2371.9399999999996,1,295
133,11133,71.96000000000001,1,30
134,11134,4911.83,3,87
135,11135,2334.9699999999993,1,286
136,11136,2380.47,1,391
137,11137,202.57,2,9
138,11138,78.97,2,29
139,11139,83.97,2,104
140,11140,39.99,1,316
141,11141,113.96000000000001,2,123
142,11142,980.77,17,16
143,11143,48.56,2,41
144,11144,2399.97,1,369
145,11145,2309.97,1,369
146,11146,112.92999999999999,3,136
147,11147,8195.5,3,105
148,11148,126.24000000000001,3,57
149,11149,41.26,3,61
150,11150,192.42,3,198
151,11151,8087.3099999999995,3,101
152,11152,2294.99,1,385
153,11153,109.77,2,306
154,11154,2319.99,1,384
155,11155,2319.99,1,388
156,11156,2389.9699999999993,1,386
157,11157,41.28,2,140
158,11158,2395.9599999999996,1,375
159,11159,48.56,2,83
160,11160,2322.2799999999997,1,342
161,11161,93.95,2,79
162,11162,2329.9799999999996,1,345
163,11163,46.27,2,177
164,11164,144.76,2,177
165,11165,102.49000000000001,2,238
166,11166,87.96000000000001,2,54
167,11167,3126.33,2,62
168,11168,3136.5899999999997,2,74
169,11169,81.26,2,127
170,11170,157.23,2,31
171,11171,6716.55,3,83
172,11172,128.94,2,18
173,11173,102.49000000000001,2,36
174,11174,48.56,2,188
175,11175,6710.55,3,87
176,11176,1320.01,28,2
177,11177,135.25,2,107
178,11178,144.76,2,248
179,11179,125.44,2,20
180,11180,138.45000000000002,2,126
181,11181,41.28,2,202
182,11182,81.26,2,24
183,11183,46.27,2,230
184,11184,68.25,2,112
185,11185,1616.31,27,3
186,11186,41.28,2,22
187,11187,107.48,2,176
188,11188,81.26,2,8
189,11189,5944.219999999999,2,358
190,11190,46.27,2,13
191,11191,6743.58,3,84
192,11192,113.96000000000001,2,126
193,11193,41.28,2,164
194,11194,105.75,2,52
195,11195,105.75,2,99
196,11196,162.28,2,127
197,11197,207.56,2,193
198,11198,98.47,2,350
199,11199,131.75,2,104
200,11200,1463.38,27,9
201,11201,180.94,2,142
202,11202,73.98,2,130
203,11203,801.77,17,49
204,11204,77.27000000000001,2,80
205,11205,37.29,2,113
206,11206,77.27000000000001,2,244
207,11207,77.27000000000001,2,103
208,11208,134.23,2,134
209,11209,37.29,2,7
210,11210,70.75999999999999,2,145
211,11211,793.55,17,22
212,11212,827.1899999999999,17,12
213,11213,77.27000000000001,2,142
214,11214,162.28,2,71
215,11215,1155.52,17,45
216,11216,5948.24,2,358
217,11217,5953.25,2,349
218,11218,39.58,2,25
219,11219,39.58,2,5
220,11220,50.230000000000004,2,47
221,11221,46.269999999999996,2,104
222,11222,207.96,2,62
223,11223,1205.38,27,23
224,11224,6685.59,3,57
225,11225,73.25,2,145
226,11226,37.29,2,304
227,11227,5910.219999999999,2,353
228,11228,77.27000000000001,2,12
229,11229,81.26,2,4
230,11230,54.22,2,51
231,11231,64.26,2,78
232,11232,39.58,2,77
233,11233,179.43,2,235
234,11234,76.27000000000001,2,132
235,11235,138.45000000000002,2,24
236,11236,113.96000000000001,2,23
237,11237,10566.38,4,65
238,11238,7542.7699999999995,4,274
239,11239,7511.549999999999,4,246
240,11240,7586.23,4,261
241,11241,11469.1882,7,92
242,11242,11068.0082,7,56
243,11243,7164.25,4,234
244,11244,7175.75,4,194
245,11245,10580.35,4,49
246,11246,10575.33,4,40
247,11247,7131.509999999999,4,165
248,11248,38.47,1,199
249,11249,9890.27,4,136
250,11250,7116.249999999999,4,176
251,11251,2318.9599999999996,1,103
252,11252,6685.5599999999995,3,42
253,11253,696.61,16,57
254,11254,203.92000000000002,2,46
255,11255,113.96000000000001,2,304
256,11256,81.26,2,105
257,11257,6677.38,3,46
258,11258,49.230000000000004,2,198
259,11259,6770.599999999999,3,40
260,11260,81.26,2,220
261,11261,6650.599999999999,3,37
262,11262,1126.82,27,7
263,11263,6754.0599999999995,3,50
264,11264,3182.2699999999995,2,60
265,11265,2351.9599999999996,1,391
266,11266,5922.23,2,374
267,11267,5943.23,2,387
268,11268,98.25,2,74
269,11269,42.28,2,141
270,11270,5984.219999999999,2,387
271,11271,5973.24,2,372
272,11272,5975.23,2,381
273,11273,273.23,2,251
274,11274,5888.24,2,339
275,11275,5955.23,2,382
276,11276,988.3199999999999,27,7
277,11277,1434.99,27,13
278,11278,5908.25,2,391
279,11279,44.57,2,221
280,11280,77.27,2,174
281,11281,5921.19,2,383
282,11282,5998.73,2,392
283,11283,44.57,2,154
284,11284,55.480000000000004,2,272
285,11285,127.76,2,95
286,11286,5954.219999999999,2,374
287,11287,1167.07,27,1
288,11288,77.27000000000001,2,161
289,11289,5905.48,2,378
290,11290,5933.25,2,367
291,11291,5873.26,2,375
292,11292,5910.219999999999,2,394
293,11293,85.22,2,320
294,11294,42.28,2,26
295,11295,6058.25,2,385
296,11296,5897.53,2,365
297,11297,5948.24,2,343
298,11298,5922.23,2,342
299,11299,6015.24,2,339
300,11300,1500.52,27,29
301,11301,131.26,2,110
302,11302,5938.19,2,361
303,11303,5875.549999999999,2,340
304,11304,122.21,2,282
305,11305,77.27000000000001,2,178
306,11306,42.28,2,144
307,11307,5964.219999999999,2,355
308,11308,94.26,2,14
309,11309,42.28,2,24
310,11310,77.27000000000001,2,36
311,11311,77.27000000000001,2,138
312,11312,42.28,2,241
313,11313,44.57,2,64
314,11314,47.53,2,57
315,11315,42.28,2,43
316,11316,2349.9799999999996,1,382
317,11317,5873.26,2,345
318,11318,44.57,2,82
319,11319,5930.23,2,339
320,11320,72.21000000000001,2,163
321,11321,37.29,2,246
322,11322,44.57,2,253
323,11323,6074.54,2,364
324,11324,5945.23,2,358
325,11325,6044.2,2,363
326,11326,5948.24,2,343
327,11327,5915.54,2,362
328,11328,4718.04,2,297
329,11329,5898.26,2,353
330,11330,1136.35,27,7
331,11331,1329.31,27,5
332,11332,5754.969999999999,2,388
333,11333,8163.3099999999995,3,199
334,11334,8154.0199999999995,3,186
335,11335,5744.25,2,390
336,11336,4441.3796,2,389
337,11337,8161.999999999999,3,194
338,11338,5744.95,2,395
339,11339,4379.0782,2,369
340,11340,4413.0581999999995,2,392
341,11341,8192.0,3,194
342,11342,48.97,1,201
343,11343,8221.99,3,189
344,11344,8119.8099999999995,3,190
345,11345,4404.0882,2,394
346,11346,4503.048199999999,2,352
347,11347,13.98,1,319
348,11348,67.97,1,304
349,11349,67.97,1,16
350,11350,38.47,1,358
351,11351,8068.03,3,154
352,11352,13.98,1,273
353,11353,8078.0199999999995,3,174
354,11354,22.97,1,57
355,11355,13.98,1,125
356,11356,5069.29,3,90
357,11357,4943.8,3,92
358,11358,5034.78,3,76
359,11359,4960.07,3,56
360,11360,5025.8,3,38
361,11361,114.96000000000001,2,66
362,11362,77.27,2,127
363,11363,5035.8099999999995,3,42
364,11364,4921.82,3,34
365,11365,5024.79,3,38
366,11366,77.27,2,167
367,11367,86.26,2,65
368,11368,5106.24,3,59
369,11369,118.96000000000001,2,33
370,11370,79.97,2,120
371,11371,74.98,2,32
372,11372,4965.8099999999995,3,46
373,11373,38.47,1,155
374,11374,68.97,1,289
375,11375,13.98,1,104
376,11376,78.48,1,106
377,11377,83.97,1,335
378,11378,4436.3896,2,349
379,11379,4426.0581999999995,2,337
380,11380,5837.91,2,360
381,11381,8161.0199999999995,3,164
382,11382,4344.0882,2,347
383,11383,48.97,1,28
384,11384,48.97,1,180
385,11385,13.98,1,207
386,11386,68.97,1,88
387,11387,6958.799999999999,3,303
388,11388,6986.75,3,278
389,11389,68.97,1,73
390,11390,48.97,1,83
391,11391,33.98,1,95
392,11392,28.99,1,306
393,11393,13.98,1,197
394,11394,8161.969999999999,3,180
395,11395,5729.969999999999,2,343
396,11396,28.99,1,95
397,11397,38.47,1,206
398,11398,8114.04,3,180
399,11399,13.98,1,291
400,11400,6967.78,3,194
401,11401,5020.8696,3,327
402,11402,5059.3296,3,302
403,11403,5033.1395999999995,3,246
404,11404,33.98,1,353
405,11405,53.99,1,304
406,11406,4415.038199999999,2,354
407,11407,53.99,1,220
408,11408,34.47,1,330
409,11409,4444.0682,2,366
410,11410,4464.0682,2,359
411,11411,38.47,1,178
412,11412,9879.96,4,110
413,11413,7189.75,4,146
414,11414,7191.7699999999995,4,136
415,11415,13.98,1,166
416,11416,4928.0581999999995,3,269
417,11417,11248.458200000001,7,45
418,11418,39.980000000000004,1,43
419,11419,231.75,2,216
420,11420,11200.7696,7,61
421,11421,9780.04,4,112
422,11422,7075.2699999999995,4,87
423,11423,9904.97,4,101
424,11424,43.980000000000004,1,283
425,11425,10528.6282,6,39
426,11426,34.99,1,295
427,11427,9917.99,4,101
428,11428,9954.26,4,99
429,11429,10468.3796,6,36
430,11430,84.98,1,316
431,11431,9912.98,4,121
432,11432,9330.1996,6,35
433,11433,12909.6682,6,137
434,11434,70.46000000000001,2,198
435,11435,34.99,1,25
436,11436,81.76,2,224
437,11437,53.99,1,41
438,11438,34.99,1,358
439,11439,12489.1696,6,101
440,11440,78.48,1,308
441,11441,43.980000000000004,1,21
442,11442,34.99,1,122
443,11443,8235.0,3,120
444,11444,8136.0199999999995,3,241
445,11445,8098.03,3,215
446,11446,8237.01,3,222
447,11447,8078.0199999999995,3,243
448,11448,8132.01,3,222
449,11449,8130.32,3,219
450,11450,8173.259999999999,3,226
451,11451,8249.49,3,238
452,11452,8183.04,3,231
453,11453,8176.98,3,224
454,11454,8089.04,3,225
455,11455,8142.03,3,243
456,11456,8224.46,3,243
457,11457,8211.48,3,242
458,11458,96.89,3,11
459,11459,8141.33,3,225
460,11460,8137.5199999999995,3,233
461,11461,8089.04,3,192
462,11462,8116.33,3,188
463,11463,47.92,3,47
464,11464,8128.509999999999,3,212
465,11465,8158.04,3,200
466,11466,90.19,3,161
467,11467,55.87,3,27
468,11468,6959.82,3,161
469,11469,25.479999999999997,1,173
470,11470,4344.0882,2,342
471,11471,53.99,1,257
472,11472,8165.82,3,95
473,11473,62.980000000000004,1,241
474,11474,49.97,1,125
475,11475,69.46,1,281
476,11476,53.99,1,89
477,11477,34.99,1,126
478,11478,53.99,1,285
479,11479,4970.6096,3,250
480,11480,4935.3596,3,188
481,11481,4978.048199999999,3,283
482,11482,8143.03,3,141
483,11483,4966.3896,3,194
484,11484,4985.379599999999,3,305
485,11485,7048.299999999999,3,139
486,11486,34.99,1,66
487,11487,53.99,1,45
488,11488,8090.33,3,152
489,11489,8127.509999999999,3,123
490,11490,53.99,1,300
491,11491,8158.009999999999,3,144
492,11492,4404.0782,2,344
493,11493,6958.799999999999,3,139
494,11494,6973.8099999999995,3,121
495,11495,13.98,1,95
496,11496,7013.789999999999,3,85
497,11497,34.99,1,86
498,11498,561.53,16,20
499,11499,192.21,2,214
500,11500,654.27,16,19
501,11501,872.25,16,7
502,11502,1026.29,16,2
503,11503,61.78,2,52
504,11504,44.57,2,271
505,11505,846.77,16,36
506,11506,748.6,16,7
507,11507,653.0600000000001,16,9
508,11508,77.27000000000001,2,260
509,11509,196.29,1,184
510,11510,258.15,5,34
511,11511,35.0,1,322
512,11512,2319.99,1,32
513,11513,863.95,1,235
514,11514,39.99,1,219
515,11515,5930.23,2,284
516,11516,5915.54,2,227
517,11517,101.76,2,159
518,11518,82.2,2,79
519,11519,757.27,16,18
520,11520,822.97,16,10
521,11521,44.57,2,83
522,11522,5888.24,2,362
523,11523,2376.9599999999996,1,348
524,11524,42.28,2,104
525,11525,5935.55,2,341
526,11526,2376.9599999999996,1,360
527,11527,39.58,2,89
528,11528,5959.71,2,344
529,11529,5944.21,2,359
530,11530,573.8,16,30
531,11531,5875.55,2,355
532,11532,44.57,2,33
533,11533,37.29,2,19
534,11534,5919.73,2,349
535,11535,5919.209999999999,2,320
536,11536,5915.54,2,314
537,11537,5873.26,2,311
538,11538,5895.24,2,334
539,11539,5997.73,2,310
540,11540,5958.179999999999,2,314
541,11541,5973.24,2,291
542,11542,34.47,1,263
543,11543,53.99,1,39
544,11544,88.98,1,154
545,11545,53.99,1,200
546,11546,4460.3796,2,323
547,11547,4976.3796,3,185
548,11548,7068.2699999999995,3,79
549,11549,7023.7699999999995,3,48
550,11550,5241.4282,3,319
551,11551,53.99,1,334
552,11552,34.99,1,23
553,11553,21.49,1,160
554,11554,34.99,1,266
555,11555,34.99,1,266
556,11556,21.49,1,39
557,11557,21.49,1,174
558,11558,21.49,1,60
559,11559,34.99,1,61
560,11560,53.99,1,57
561,11561,4344.0882,2,324
562,11562,84.98,1,217
563,11563,53.99,1,208
564,11564,4369.0882,2,317
565,11565,34.99,1,143
566,11566,1006.83,25,22
567,11567,53.99,1,320
568,11568,6789.4596,3,131
569,11569,34.99,1,70
570,11570,4391.4096,2,321
571,11571,4390.6796,2,315
572,11572,4450.3696,2,327
573,11573,34.99,1,186
574,11574,34.99,1,320
575,11575,6806.1182,3,135
576,11576,4486.4096,2,312
577,11577,4344.0882,2,323
578,11578,4406.3895999999995,2,323
579,11579,43.980000000000004,1,182
580,11580,34.99,1,288
581,11581,237.19,5,68
582,11582,4379.0782,2,312
583,11583,4381.3895999999995,2,296
584,11584,8.99,1,135
585,11585,49.99,1,19
586,11586,8.99,1,93
587,11587,4540.3782,2,295
588,11588,4369.0882,2,262
589,11589,14.98,1,239
590,11590,4384.0682,2,251
591,11591,5895.24,2,251
592,11592,5875.549999999999,2,262
593,11593,5908.25,2,224
594,11594,88.98,1,165
595,11595,34.99,1,30
596,11596,49.97,1,120
597,11597,34.99,1,24
598,11598,4548.6996,2,311
599,11599,5957.219999999999,2,231
600,11600,34.99,1,268
601,11601,5932.219999999999,2,236
602,11602,34.99,1,203
603,11603,6767.138199999999,3,113
604,11604,6786.1182,3,105
605,11605,4344.0882,2,335
606,11606,5922.23,2,215
607,11607,5913.24,2,233
608,11608,34.99,1,47
609,11609,6872.1082,3,67
610,11610,6786.4396,3,89
611,11611,5873.26,2,214
612,11612,6795.1182,3,72
613,11613,4381.3895999999995,2,280
614,11614,4438.0581999999995,2,299
615,11615,5205.7096,3,291
616,11616,5253.6496,3,289
617,11617,5935.549999999999,2,297
618,11618,2369.9599999999996,1,354
619,11619,634.84,16,58
620,11620,44.57,2,186
621,11621,123.24,2,91
622,11622,133.75,2,228
623,11623,5948.24,2,278
624,11624,5898.26,2,280
625,11625,5913.25,2,281
626,11626,5958.74,2,297
627,11627,50.230000000000004,2,81
628,11628,5875.55,2,304
629,11629,5930.23,2,286
630,11630,5933.26,2,277
631,11631,707.5,16,35
632,11632,1002.09,16,26
633,11633,77.27,2,15
634,11634,39.58,2,278
635,11635,42.28,2,130
636,11636,77.27000000000001,2,11
637,11637,39.58,2,348
638,11638,77.27000000000001,2,102
639,11639,127.26,2,21
640,11640,409.12,5,31
641,11641,303.2,5,164
642,11642,481.87,5,5
643,11643,100.22,2,209
644,11644,42.28,2,24
645,11645,153.46,2,26
646,11646,113.48,2,188
647,11647,2365.9399999999996,1,348
648,11648,88.99000000000001,2,149
649,11649,91.28,2,281
650,11650,128.97,2,43
651,11651,226.43,5,103
652,11652,310.93,5,42
653,11653,178.96,2,109
654,11654,5955.23,2,280
655,11655,50.230000000000004,2,58
656,11656,77.27,2,17
657,11657,178.96,2,1
658,11658,111.96000000000001,2,189
659,11659,235.01,5,23
660,11660,324.71999999999997,5,166
661,11661,287.7,5,46
662,11662,100.27000000000001,2,207
663,11663,5948.24,2,348
664,11664,5948.24,2,342
665,11665,5930.23,2,349
666,11666,5948.24,2,356
667,11667,91.28,2,41
668,11668,128.97,2,25
669,11669,113.21000000000001,2,163
670,11670,100.27000000000001,2,133
671,11671,5970.23,2,296
672,11672,113.47999999999999,2,133
673,11673,191.95000000000002,2,332
674,11674,96.27000000000001,2,164
675,11675,5898.26,2,354
676,11676,91.28,2,51
677,11677,298.21,5,60
678,11678,5900.55,2,358
679,11679,145.96,2,61
680,11680,93.98,2,10
681,11681,137.96,2,65
682,11682,252.98000000000002,2,51
683,11683,5897.23,2,356
684,11684,93.98,2,48
685,11685,110.92,2,47
686,11686,128.97,2,280
687,11687,97.98,2,222
688,11688,5967.23,2,349
689,11689,88.99000000000001,2,149
690,11690,5904.23,2,278
691,11691,119.96000000000001,2,255
692,11692,93.98,2,11
693,11693,2294.99,1,366
694,11694,128.97,2,123
695,11695,128.97,2,163
696,11696,5873.26,2,275
697,11697,152.96,2,117
698,11698,255.94,5,15
699,11699,122.25,2,173
700,11700,137.96,2,234
701,11701,128.97,2,270
702,11702,96.27,2,76
703,11703,100.27000000000001,2,74
704,11704,93.98,2,196
705,11705,5940.54,2,247
706,11706,88.99000000000001,2,117
707,11707,6025.219999999999,2,250
708,11708,5908.5,2,246
709,11709,325.89,5,107
710,11710,97.98,2,48
711,11711,1103.78,27,3
712,11712,127.80000000000001,5,92
713,11713,191.95000000000002,2,69
714,11714,93.98,2,260
715,11715,143.97,2,30
716,11716,96.27000000000001,2,16
717,11717,192.47,2,32
718,11718,100.27000000000001,2,314
719,11719,287.2,5,131
720,11720,117.95,2,189
721,11721,105.26,2,104
722,11722,153.46,2,81
723,11723,192.53,5,26
724,11724,210.09,5,46
725,11725,123.91,2,272
726,11726,223.44,2,53
727,11727,5962.24,2,270
728,11728,109.97,2,84
729,11729,159.96,2,18
730,11730,134.46,2,21
731,11731,121.45,2,178
732,11732,173.47,2,167
733,11733,194.98000000000002,2,22
734,11734,135.78,2,206
735,11735,109.97,2,38
736,11736,166.45,2,56
737,11737,77.27000000000001,2,196
738,11738,331.68,5,33
739,11739,4758.03,2,288
740,11740,384.09000000000003,5,11
741,11741,6079.24,2,343
742,11742,5915.54,2,252
743,11743,5898.26,2,258
744,11744,72.28,2,155
745,11745,5948.23,2,270
746,11746,77.27000000000001,2,81
747,11747,115.96000000000001,2,108
748,11748,131.54000000000002,5,89
749,11749,47.92,3,29
750,11750,8148.0199999999995,3,120
751,11751,8215.02,3,196
752,11752,137.87,3,54
753,11753,47.919999999999995,3,106
754,11754,8163.53,3,183
755,11755,46.25,3,165
756,11756,8078.0199999999995,3,96
757,11757,58.05,3,63
758,11758,58.05,3,66
759,11759,8054.049999999999,3,204
760,11760,274.92,3,71
761,11761,8149.49,3,184
762,11762,8228.01,3,207
763,11763,76.65,3,78
764,11764,8129.0199999999995,3,206
765,11765,8143.03,3,187
766,11766,8280.48,3,203
767,11767,8319.51,3,201
768,11768,8139.04,3,199
769,11769,478.95,5,133
770,11770,77.27000000000001,2,100
771,11771,94.48,2,189
772,11772,5913.24,2,259
773,11773,5983.74,2,274
774,11774,5900.55,2,230
775,11775,5913.25,2,240
776,11776,6079.24,2,240
777,11777,5915.53,2,221
778,11778,5873.26,2,214
779,11779,5873.26,2,220
780,11780,5973.24,2,225
781,11781,134.46,2,51
782,11782,151.75,2,135
783,11783,109.97,2,263
784,11784,272.69,5,43
785,11785,74.98,2,151
786,11786,126.96000000000001,2,6
787,11787,109.97,2,85
788,11788,255.27,2,162
789,11789,72.28,2,276
790,11790,146.95,2,252
791,11791,119.98,2,59
792,11792,119.98,2,213
793,11793,101.96000000000001,2,353
794,11794,77.27000000000001,2,1
795,11795,74.98,2,65
796,11796,5995.2,2,244
797,11797,5972.73,2,214
798,11798,5953.25,2,232
799,11799,5921.19,2,234
800,11800,77.27000000000001,2,169
801,11801,87.28,2,29
802,11802,215.29,5,59
803,11803,229.95,2,67
804,11804,133.96,2,170
805,11805,128.97,2,85
806,11806,96.27000000000001,2,118
807,11807,153.46,2,139
808,11808,610.19,5,96
809,11809,5929.23,2,233
810,11810,5973.24,2,219
811,11811,5898.26,2,226
812,11812,5900.55,2,225
813,11813,5953.25,2,215
814,11814,101.26,2,143
815,11815,5948.24,2,339
816,11816,5933.25,2,343
817,11817,5898.26,2,351
818,11818,5954.219999999999,2,364
819,11819,96.27000000000001,2,13
820,11820,232.70999999999998,5,54
821,11821,151.43,2,148
822,11822,87.28,2,156
823,11823,262.42,5,6
824,11824,240.01000000000002,5,20
825,11825,5900.55,2,351
826,11826,5898.26,2,348
827,11827,512.47,5,51
828,11828,93.98,2,285
829,11829,130.94,2,222
830,11830,5930.23,2,364
831,11831,5933.25,2,353
832,11832,124.97,2,142
833,11833,240.01000000000002,5,62
834,11834,5908.25,2,350
835,11835,4772.299999999999,2,256
836,11836,69.99000000000001,2,282
837,11837,5923.23,2,343
838,11838,135.21,2,154
839,11839,5955.23,2,231
840,11840,87.28,2,270
841,11841,307.96999999999997,5,84
842,11842,98.97,2,56
843,11843,116.75999999999999,2,327
844,11844,124.97,2,18
845,11845,197.2,4,51
846,11846,84.99000000000001,2,203
847,11847,124.97,2,75
848,11848,92.27000000000001,2,54
849,11849,257.97,2,18
850,11850,149.46,2,240
851,11851,84.99000000000001,2,55
852,11852,124.97,2,149
853,11853,89.98,2,223
854,11854,5985.2,2,228
855,11855,89.98,2,140
856,11856,133.96,2,29
857,11857,124.97,2,55
858,11858,84.99000000000001,2,201
859,11859,72.28,2,59
860,11860,69.99000000000001,2,78
861,11861,286.3,5,38
862,11862,209.23,2,98
863,11863,47.94,2,147
864,11864,47.940000000000005,2,237
865,11865,114.92,2,115
866,11866,42.95,2,277
867,11867,82.93,2,98
868,11868,247.01,5,43
869,11869,269.08,5,13
870,11870,242.27,2,12
871,11871,69.99000000000001,2,245
872,11872,5948.24,2,218
873,11873,5923.23,2,237
874,11874,72.21,2,11
875,11875,292.7,5,2
876,11876,82.93,2,127
877,11877,42.95,2,32
878,11878,82.93,2,48
879,11879,107.42,2,88
880,11880,50.230000000000004,2,87
881,11881,148.4,2,43
882,11882,47.940000000000005,2,201
883,11883,77.27000000000001,2,76
884,11884,109.97,2,31
885,11885,5900.55,2,359
886,11886,5897.53,2,226
887,11887,82.93,2,216
888,11888,2376.9599999999996,1,317
889,11889,50.230000000000004,2,331
890,11890,130.44,2,208
891,11891,109.97,2,213
892,11892,8119.03,3,191
893,11893,8123.03,3,190
894,11894,8223.0,3,207
895,11895,8149.04,3,188
896,11896,8117.969999999999,3,202
897,11897,8203.019999999999,3,107
898,11898,8179.03,3,190
899,11899,8189.5,3,205
900,11900,8257.01,3,202
901,11901,8248.01,3,81
902,11902,63.04,3,31
903,11903,8108.039999999999,3,200
904,11904,8214.5,3,212
905,11905,8155.98,3,207
906,11906,8151.0,3,201
907,11907,8135.33,3,193
908,11908,8079.049999999999,3,159
909,11909,8105.3099999999995,3,181
910,11910,8113.03,3,179
911,11911,62.459999999999994,3,39
912,11912,8095.32,3,68
913,11913,41.26,3,34
914,11914,8165.959999999999,3,159
915,11915,8143.0,3,158
916,11916,8178.509999999999,3,161
917,11917,8121.33,3,163
918,11918,8204.99,3,65
919,11919,8171.5199999999995,3,39
920,11920,8156.32,3,49
921,11921,63.24,3,67
922,11922,275.5,5,98
923,11923,42.95,2,20
924,11924,5897.23,2,224
925,11925,5968.23,2,224
926,11926,47.940000000000005,2,225
927,11927,51.94,2,1
928,11928,47.940000000000005,2,47
929,11929,4965.78,3,43
930,11930,5035.8099999999995,3,44
931,11931,234.44,2,87
932,11932,136.25,2,188
933,11933,5933.26,2,216
934,11934,5994.719999999999,2,233
935,11935,35.0,1,237
936,11936,42.28,1,299
937,11937,5888.24,2,211
938,11938,42.95,2,20
939,11939,5976.74,2,224
940,11940,69.99000000000001,2,35
941,11941,108.96000000000001,2,88
942,11942,4792.29,3,41
943,11943,4734.29,3,47
944,11944,4776.2699999999995,3,40
945,11945,5910.55,2,123
946,11946,4697.3099999999995,3,38
947,11947,4747.3,3,33
948,11948,82.26,2,115
949,11949,69.99000000000001,2,127
950,11950,109.97,2,83
951,11951,63.519999999999996,3,78
952,11952,8168.999999999999,3,175
953,11953,65.25,2,135
954,11954,5910.55,2,225
955,11955,5953.25,2,215
956,11956,5873.26,2,242
957,11957,91.25000000000001,2,21
958,11958,159.96,2,80
959,11959,138.48,2,80
960,11960,74.98,2,185
